month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
201904,georgia,ga,291450,0.015,0.0038,69948,0.0571,0.1735,55,-0.0678,0.0185,31132,0.1231,0.0112,2260,-0.1728,-0.6815,19168,0.0445,-0.0851,32466,0.1228,-0.021,121,0.0581,0.0734,2421,0.0405,-0.0094,397654,0.0023,-0.0076,102415,0.077,0.104,0.4641,0.0272,-0.0922,0
201904,vermont,vt,286500,0.0053,0.0535,4371,-0.0175,-0.0969,178,0.0085,-0.022,864,0.3171,-0.1074,16,-0.4286,-0.4286,516,0.1622,-0.0077,891,0.1571,0.0433,143,-0.0036,0.0207,2015,0.0037,0.0241,413782,0.0047,0.0486,5262,0.0082,-0.0764,0.2038,0.0308,0.0274,0
201904,minnesota,mn,299450,0.0179,0.0329,17714,0.1525,0.1161,49,-0.1491,-0.0849,9748,0.3145,-0.0322,308,-0.6131,-0.8519,3248,0.0384,-0.3317,9119,0.155,-0.2506,147,0.0076,0.0612,2072,0.0022,-0.0376,387745,0.0028,0.0016,26833,0.1532,-0.043,0.5148,0.0011,-0.2518,1
201904,iowa,ia,219000,0.0258,0.044,12647,0.0384,0.0931,68,-0.2,0.0543,5744,0.3162,0.1397,260,0.7568,-0.3229,3256,0.3938,0.0956,4714,0.1671,-0.0459,125,0.0155,0.0593,1649,0.0062,-0.0111,253040,0.0225,0.0141,17361,0.0703,0.0541,0.3727,0.0411,-0.0543,0
201903,rhode island,ri,362086,0.0202,0.0086,3232,0.0128,0.2341,64,-0.1579,0.1228,1592,0.2839,0.0757,40,0.1111,-0.7917,652,0.1898,-0.2383,2054,0.1737,-0.0087,217,0.0101,0.03,1650,0.0055,-0.0184,579434,0.0084,-0.0134,5286,0.0696,0.124,0.6355,0.0871,-0.1556,1
201903,florida,fl,329751,0.0093,0.0063,161459,-0.0152,0.1063,73,-0.1098,0.058,49620,-0.0193,-0.0022,4388,-0.0743,-0.3339,53180,-0.0774,-0.0639,56240,0.1469,-0.0357,183,0.0025,0.0233,1768,0.0058,-0.0168,644524,0.0079,0.008,217699,0.0213,0.063,0.3483,0.0492,-0.0513,0
201903,maine,me,244186,0.0198,0.0621,7245,-0.0415,-0.066,159,-0.0215,-0.0809,1556,0.2671,-0.1525,52,0.3,-0.0714,768,0.0549,-0.0204,608,0.0742,-0.3333,146,0.0261,0.0695,1690,0.0033,-0.0058,364835,0.0308,0.0536,7853,-0.0335,-0.0967,0.0839,0.009,-0.0337,0
201903,new jersey,nj,360714,0.0308,0.0768,45122,0.055,0.0311,55,-0.2361,-0.0179,17636,0.2004,0.0743,408,0.1333,0.0303,9896,0.1946,0.2508,1309,0.2467,-0.2057,174,0.0134,0.1093,1869,0.0161,0.0384,538646,0.0284,0.0438,46434,0.0597,0.0222,0.029,0.0045,-0.0086,0
201903,north carolina,nc,301798,0.0427,0.0782,42593,-0.0102,-0.0724,87,-0.2018,-0.0543,16068,0.0946,-0.0632,1688,0.0369,-0.1352,9816,-0.0659,-0.058,16461,0.1557,0.0246,142,0.0243,0.1258,2227,0.0186,0.0247,401841,0.0467,0.0518,59051,0.0279,-0.0473,0.3865,0.0555,0.0366,0
201903,iowa,ia,213500,0.0546,0.0675,12179,0.0132,0.076,85,-0.1099,0.1644,4364,0.4059,-0.0505,148,0.6818,-0.5595,2336,0.3183,-0.1322,4039,0.1852,0.023,123,0.0152,0.0634,1639,0.0085,-0.0074,247464,0.0265,0.027,16221,0.0483,0.0625,0.3316,0.0481,-0.0172,0
201903,pennsylvania,pa,208529,0.0432,0.0532,39877,0.0024,-0.0465,86,-0.165,-0.0753,15096,0.2476,0.051,924,0.0896,0.155,9324,0.1725,0.0639,10134,0.243,0.2683,118,0.0243,0.0236,1831,0.0091,0.0401,307493,0.036,0.0548,50011,0.0433,0.0013,0.2541,0.0492,0.0631,0
201903,louisiana,la,226496,0.0111,0.0342,19225,0.0017,0.0523,88,-0.1156,0.1139,5328,0.0215,-0.0776,252,0.0328,0.1667,4440,0.0704,-0.0365,3680,0.145,0.1299,118,0.0093,0.021,1919,0.0086,0.0137,297070,0.0177,0.0188,22905,0.0201,0.0641,0.1914,0.024,0.0131,0
201903,south dakota,sd,237943,0.013,0.0345,3236,0.0322,-0.0256,66,-0.2096,0.0313,960,0.4286,-0.1304,28,0.75,0.75,348,0.2609,0.0875,204,0.1591,-0.0239,121,0.0088,0.0446,2008,0.0098,-0.0042,294650,0.0208,-9.00E-04,3440,0.0383,-0.0255,0.063,0.0069,1.00E-04,0
201903,minnesota,mn,294186,0.0234,0.0233,15370,0.1134,0.0194,57,-0.3838,-0.0339,7416,0.313,-0.1592,796,-0.2346,-0.5415,3128,-0.1388,-0.3305,7895,0.1139,-0.1981,146,0.0106,0.0643,2067,0.0065,-0.0357,386679,0.0118,0.004,23268,0.1152,-0.0677,0.5137,2.00E-04,-0.1393,0
201903,massachusetts,ma,516529,0.0457,0.0351,15366,0.0582,0.1528,58,-0.2927,0.0175,8100,0.3841,0.0095,164,-0.1961,-0.3594,3688,0.2326,0.4543,2794,0.2671,-4.00E-04,263,0.029,0.0644,1933,0.0263,-0.016,816614,0.0387,0.0165,18160,0.0849,0.1332,0.1818,0.03,-0.0279,0
201903,delaware,de,307889,0.0265,0.0617,4624,0.0123,-0.1204,95,-0.181,-0.0104,1420,0.0758,-0.1647,176,0.1579,-0.3803,944,0.0977,0.0085,373,0.3042,0.9947,153,0.0102,0.0443,1996,0.0084,0.0353,407039,0.0309,0.0859,4997,0.0282,-0.0821,0.0807,0.0181,0.0451,0
201903,california,ca,551857,0.0374,0.0414,77134,0.0134,0.2253,47,-0.0309,0.2703,41612,0.1486,-0.0118,4468,-0.2004,-0.4604,26152,-0.0412,0.2205,36531,0.1811,0.1684,308,0.0254,0.074,1837,0.0172,-0.029,1040258,0.0425,-0.0042,113668,0.0571,0.2004,0.4736,0.0673,-0.0231,1
201903,kentucky,ky,203086,0.039,0.0779,13572,-0.0144,0.0118,77,-0.1765,0.0405,5472,0.2214,-0.046,336,-0.0118,0.2174,3308,0.0325,0.1986,6367,0.1636,-0.0363,104,0.0059,0.0616,1954,0.0187,0.011,273782,0.0217,0.0353,19942,0.0364,-0.0076,0.4691,0.0717,-0.0234,0
201903,illinois,il,250614,0.0586,0.049,47027,0.0419,0.0278,52,-0.3113,-0.0189,22892,0.1925,-0.0559,912,-0.2297,-0.5328,14876,0.0993,-0.1899,22182,0.269,-0.0761,128,0.0349,0.0796,1821,0.0159,-0.0239,376231,0.0375,0.0073,69209,0.1053,-0.0128,0.4717,0.0844,-0.053,0
201903,idaho,id,339331,0.0039,0.0776,6627,0.0188,-0.0678,59,-0.2133,0.0172,2784,0.1561,-0.1008,248,0.1273,-0.5811,1228,0.0268,0.1718,668,0.1265,0.4649,163,0.0082,0.092,2143,-1.00E-04,-0.0141,563669,-0.0071,0.0788,7295,0.0286,-0.0361,0.1008,0.0096,0.0367,0
201903,west virginia,wv,169329,0.017,0.059,7384,0.002,-0.0408,120,-0.0164,-0.0164,1836,0.2079,-0.0108,88,0.2222,-0.0435,1216,0.2209,-0.0349,1634,0.1589,0.0283,91,0.0027,0.0135,1812,0.005,0.0284,230435,0.0051,0.0385,9021,0.0252,-0.0352,0.2213,0.0299,0.0149,0
201903,washington,wa,460671,0.025,0.1517,14326,0.0149,0.2499,49,-0.2462,0.3243,9276,0.3722,-0.0182,1000,-0.1582,-0.6728,3784,0.0305,0.137,7742,0.3194,0.0099,221,0.0239,0.134,2081,0.0064,-0.0051,651157,0.0263,0.0986,22068,0.1036,0.147,0.5404,0.1247,-0.1284,1
201903,alabama,al,227386,0.0362,0.1262,22299,-0.005,-0.1043,87,-0.1471,-0.0645,6456,-0.0153,-0.1761,532,-0.0567,-0.2356,4340,0.0324,-0.1033,2370,0.1982,0.1345,106,0.0194,0.0753,2012,0.0164,0.0087,299007,0.0345,0.1033,24672,0.0126,-0.0857,0.1063,0.018,0.0224,0
201903,texas,tx,292714,0.0271,0.0094,98741,0.0197,0.1005,58,-0.1888,0,41264,0.0627,0.0328,5160,-0.0858,-0.2641,32704,-0.0212,0.0615,40220,0.1666,0.0359,130,0.0129,0.0375,2244,0.011,-0.0219,407365,0.031,0.0031,138964,0.055,0.081,0.4073,0.0513,-0.0254,0
201903,wisconsin,wi,248671,0.0366,0.1101,16789,0.0527,-0.103,100,-0.1071,0.0638,11080,1.3026,0.3747,304,-0.013,-0.283,2820,0.1445,-0.1745,7996,0.3867,0.3882,130,0.0235,0.0935,1809,0.0138,0.0141,328734,0.0283,0.0983,24788,0.1416,-7.00E-04,0.4763,0.1147,0.1685,0
201903,south carolina,sc,279186,0.0191,0.0505,28962,0.0123,0.0037,73,-0.2275,-0.0135,9932,0.045,-0.0773,1040,-0.2593,-0.3643,7464,0.0338,0.0038,10919,0.0932,0.0233,137,0.0032,0.0633,2022,0.0105,-0.0127,414585,0.0232,0.0357,39881,0.0333,0.009,0.377,0.0279,0.0072,0
201903,maryland,md,329367,0.0335,0.0293,18380,0.0317,-0.0223,54,-0.3032,0.0189,8664,0.2571,-0.1145,572,-0.0338,-0.1173,5312,0.1942,0.0984,3167,0.1132,-0.2838,170,0.0145,-0.0936,1922,0.0269,0.0177,437574,0.0455,0.0184,21547,0.0429,-0.0721,0.1723,0.0126,-0.0629,0
201903,wyoming,wy,247786,0.0114,-0.0085,3160,-0.0019,-0.1053,128,-0.0116,0.0667,820,0.1326,-0.2146,60,0.5,0.3636,392,0.1136,0,621,0.0615,0.0437,118,0.0083,0.0204,2108,0.0012,-0.0101,520973,-0.0164,0.0881,3778,0.0056,-0.0846,0.1965,0.0117,0.0281,0
201903,nebraska,ne,247143,0.0584,0.0406,4934,0.0627,0.2014,63,-0.0597,0.0862,3900,1.2941,0.4954,164,0.1714,0.3226,836,0.1676,0.1676,800,-0.2523,-0.7446,128,0.0192,0.1039,1845,-6.00E-04,-0.0333,291199,0.0304,-0.0029,5734,0.0099,-0.2079,0.1621,-0.0683,-0.6005,1
201903,ohio,oh,178357,0.0498,0.1154,27334,-0.0075,-0.0393,65,-0.2025,0.0156,15664,0.3049,0.0067,404,0.1222,-0.6773,7596,0.1371,-0.2217,16976,0.2103,-0.0747,98,0.024,0.0285,1798,0.018,0.0702,262693,0.0383,0.0768,44313,0.0661,-0.0531,0.6211,0.1118,-0.0237,0
201903,colorado,co,470994,0.025,-0.0084,20032,0.0337,0.1891,58,-0.2318,-0.0169,12468,0.2238,0.0467,960,-0.0123,0.2632,5692,0.1014,0.6338,12894,0.165,1.5047,195,0.0074,0.0599,2375,0.0127,-0.055,908214,-0.0121,-0.0563,32929,0.081,0.4808,0.6437,0.0725,0.3381,0
201903,arkansas,ar,186814,0.0265,0.0663,15195,-0.0132,0.0012,91,-0.0808,-0.0215,4424,0.0707,0.0483,168,0.3125,0.2,2636,0.1853,0.1623,2814,0.174,0.0591,99,0.0036,0.0359,1956,0.0139,0.0166,253080,0.0236,0.0506,18009,0.012,0.0044,0.1852,0.0295,0.0101,0
201903,hawaii,hi,698571,-6.00E-04,0.0275,6299,-0.0093,0.1528,74,-0.0452,-0.039,1812,-0.0679,0.1241,44,-0.0833,-0.4211,1300,-0.0091,0.3052,1124,0.0634,0.4751,518,0.0039,0.0071,1351,0.0047,-0.0075,1308828,0.0212,-0.025,7423,-9.00E-04,0.1953,0.1784,0.0122,0.039,0
201903,new mexico,nm,244573,0.0191,0.0638,7489,-0.0172,-0.1514,93,-0.1014,-0.051,2520,0.0016,-0.0202,164,-0.1458,-0.0889,1764,-0.1664,-0.1215,2980,0.2417,3.0822,125,0.0106,0.0437,1983,0.0101,0.0282,370837,0.0106,0.0534,10469,0.0428,0.0958,0.3979,0.083,0.3152,0
201903,alaska,ak,291571,0.025,0.0583,2797,0.0452,-0.056,77,-0.3156,0.0548,932,0.201,-0.0898,88,2.1429,1.2,832,0.8407,0.2455,,,,169,0.0088,0.0187,1730,0.0095,0.0142,327695,0.0147,0.0205,2797,0.0448,-0.056,,,,0
201903,new york,ny,466714,0.0383,0.1007,63662,0.0449,0.0715,71,-0.3073,-0.1932,18800,0.2288,0.0062,780,-0.0394,-0.306,11140,0.1012,0.1937,11342,0.0582,0.0147,212,0.0438,0.1215,1803,0.0102,0.0015,1082618,0.0212,-0.0171,75004,0.0464,0.0563,0.1782,0.0022,-0.01,0
201903,missouri,mo,199171,0.0488,0.0766,21445,-0.0073,-0.059,78,-0.2041,0.0986,8572,0.2394,-0.1442,288,0.0141,-0.5886,4588,0.2454,-0.1658,7317,0.3545,-0.1685,108,0.0239,0.0809,1795,0.0084,-0.0036,272289,0.0256,0.0449,28762,0.0651,-0.0925,0.3412,0.0911,-0.0449,0
201903,oklahoma,ok,199286,0.0326,0.0629,14957,-0.0197,-0.1008,63,-0.1975,-0.0597,5300,0.1023,0.1014,176,-0.3016,0.0476,3276,0.0609,-0.1433,2876,0.171,12.6952,102,0.0149,0.0473,1949,0.0142,0.0153,269760,0.0235,0.0691,17833,0.0059,0.0584,0.1923,0.0313,0.1797,0
201903,oregon,or,422143,0.0124,0.0175,13920,0.0221,0.1035,58,-0.275,0,5904,0.1371,-0.1348,316,-0.0814,-0.2404,3204,0.0296,0.1814,1909,0.1022,-0.0719,216,0.0145,0.0413,1989,0.0034,-0.0093,560836,0.0017,0.0074,15829,0.0342,0.0789,0.1371,0.01,-0.0259,0
201903,montana,mt,346500,0.0221,0.0194,6023,-0.036,-0.0692,133,-0.0922,-0.0221,1624,0.1567,-0.0645,40,-0.1667,-0.5,728,0.1519,0.0225,1504,0.1596,-0.0246,169,0.0195,0.0504,2144,0.021,-0.029,607351,0.0187,0.0051,7527,0.0016,-0.0607,0.2497,0.0421,0.0114,0
201903,vermont,vt,285000,0,0.0755,4449,-0.0135,-0.0863,176,0.0262,-0.0785,656,-0.052,-0.1759,28,1.3333,0,444,0.0673,0.0571,770,0.1738,0.0145,143,-0.0023,0.0387,2007,0.0032,0.0263,411857,0.0076,0.0421,5219,0.0081,-0.0742,0.1731,0.0276,0.0172,0
201903,new hampshire,nh,333657,0.0251,0.0459,4535,0.0051,-0.0252,88,-0.1737,-0.0112,1944,0.3425,-0.0581,84,-0.16,0,716,0.1699,0.0982,1827,0.1787,-0.1752,167,0.0069,0.054,1969,0.0179,-0.0058,437062,0.0165,0.0498,6362,0.0544,-0.0756,0.4029,0.0593,-0.0733,0
201903,connecticut,ct,358086,0.0253,0.0202,20206,0.0586,0.0106,71,-0.3333,0.0758,5792,0.2848,0.0028,96,-0.1429,-0.3514,3704,0.2599,0.2042,95,0.3971,0.2667,184,0.0166,0.0085,1946,0.0154,0.0041,747644,0.0127,0.0012,20301,0.0599,0.0118,0.0047,0.0011,0.001,0
201903,north dakota,nd,236826,0.0142,0.0294,3170,0.0292,0.0044,89,-0.1275,0.2535,920,0.3609,0.0177,24,0,-0.6,460,0.4744,-0.0726,179,0.0719,0,112,0.005,2.00E-04,2123,0.0019,0.0026,282975,0.0179,0.0702,3352,0.0323,0.0051,0.0565,0.0022,-3.00E-04,1
201903,mississippi,ms,197043,0.0252,0.0537,10597,0.0019,-0.0905,101,-0.1217,-0.0098,2824,0.0129,-0.0735,140,-0.0278,-0.2391,1928,0.0478,-0.0623,2617,0.1237,0.4571,96,0.0019,0.0289,2029,0.0141,0.0141,256675,0.0172,0.047,13217,0.0228,-0.0171,0.247,0.0268,0.0928,0
201903,indiana,in,193471,0.0695,0.1087,16948,-0.0529,-0.0177,70,-0.1954,0.0606,8048,0.3099,-0.0589,280,0.2069,-0.1463,4324,0.1998,0.0746,4827,0.6225,-0.187,95,0.0241,0.0694,1959,0.0209,0.0204,260998,0.0571,0.0682,21772,0.0427,-0.0612,0.2848,0.1186,-0.0593,0
201903,virginia,va,312243,0.0604,0.0443,32005,0.0313,-0.0662,59,-0.3481,-0.0167,14676,0.2437,-0.0683,768,0.0052,-0.432,6504,0.1371,-0.1305,9201,0.1434,-0.0861,144,0.0205,0.0318,2123,0.022,0.0362,428940,0.0422,0.0253,41206,0.0529,-0.0707,0.2875,0.0282,-0.0063,0
201903,kansas,ks,181371,0.0442,0.0732,9607,-0.0085,0.0272,77,-0.1852,0.1,3488,0.1736,-0.1719,152,0.1875,0.027,2032,0.2212,-0.002,1018,0.225,-0.138,90,0.0257,0.1011,1980,0.0198,0.0291,270898,0.0177,0.1176,10628,0.0133,0.0026,0.106,0.0202,-0.0203,0
201903,utah,ut,406371,0.0193,0.042,11208,3.00E-04,0.2261,59,-0.1511,0.1132,5476,0.1812,-0.0413,632,0.1049,-0.3655,3104,0.123,0.4809,7107,0.1377,-0.0201,153,0.0109,0.0848,2658,0.0155,-0.0338,687643,0.0112,-0.0392,18315,0.0483,0.1179,0.6341,0.0766,-0.1594,1
201903,tennessee,tn,279333,0.0349,0.0785,25925,-0.0359,0.0015,60,-0.2308,-0.0164,10952,0.0163,-0.0572,684,0.0179,-0.132,6112,0.0822,0.1437,10825,0.1163,0.1575,132,0.0107,0.0851,2154,0.0224,0.0086,373524,0.034,0.0632,36747,0.0048,0.0428,0.4176,0.0569,0.0563,0
201903,michigan,mi,210614,0.061,0.1391,31893,-0.0138,0.0533,71,-0.2366,-0.1647,13100,0.3286,0.0443,552,-0.0282,-0.1154,6948,0.1611,0.2172,4887,0.148,1.0629,123,0.0293,0.0919,1660,0.0195,0.0111,304564,0.0353,0.036,36783,0.0051,0.1267,0.1532,0.0216,0.075,0
201903,georgia,ga,287143,0.0119,0.0259,66171,0.0321,0.1457,59,-0.1748,0.1132,27720,0.0121,0.0205,2732,-0.2221,-0.4492,18352,0.0294,0.1163,28916,0.1716,0.7959,114,0.0155,0.0357,2327,0.0141,-0.0337,396723,0.0119,0.0243,95090,0.0709,0.2873,0.437,0.052,0.1582,0
201903,nevada,nv,327036,0.0066,-0.0913,11595,-4.00E-04,0.818,49,-0.1009,0.0889,5916,0.1995,0.1908,316,-0.1319,-0.5063,4640,-0.0727,1.0863,2883,0.1859,-0.5594,176,0.0015,0.0101,1855,0.0053,-0.1193,565286,0.0039,-0.1971,14478,0.0297,0.1189,0.2486,0.0391,-0.7774,1
201903,district of columbia,dc,635614,0.0166,0.0594,1321,0.0501,0.13,31,-0.1948,0.0333,1036,0.2392,0.0117,28,-0.125,0.1667,324,0.1096,0.0519,318,0.2091,-0.1142,496,0.0146,-0.1135,1461,-0.008,0.228,965302,0.0202,-0.0125,1642,0.0725,0.0566,0.2407,0.0317,-0.0664,0
201903,arizona,az,343671,0.026,0.0417,27147,-0.0181,0.0386,56,-0.082,0.037,13236,0.0235,0.0245,1084,-0.0997,-0.3015,12440,-0.0638,0.1139,15760,0.1939,0.8243,170,0.0116,0.0594,2096,0.0145,-0.009,541574,0.0242,0.0252,42907,0.0472,0.2384,0.5805,0.1031,0.25,0
201902,utah,ut,398688,0.0225,0.0495,11205,-0.0153,0.2339,70,-0.0671,-0.0211,4636,0.0193,-0.0539,572,0.0593,-0.5757,2764,0.0329,0.5776,6247,0.1745,-0.0644,152,0.0174,0.0863,2618,0.0035,-0.0257,680059,0.0155,-0.0434,17471,0.0452,0.1046,0.5575,0.0901,-0.1778,1
201902,texas,tx,285000,0.0081,0.0094,96831,0.0055,0.1098,72,-0.1062,-0.0403,38828,0.0517,0.0721,5644,0.1243,-0.0631,33412,0.084,0.2529,34477,0.2976,0.0038,128,0.0096,0.0406,2220,0.0034,-0.0173,395097,0.0125,-0.0043,131714,0.0719,0.082,0.3561,0.0802,-0.0376,0
201902,louisiana,la,224000,0.0182,0.0433,19193,0.014,0.0791,100,-0.0149,0.0529,5216,0.0276,0.0777,244,0.1091,0.4524,4148,-0.0124,0.0997,3214,0.1917,0.0958,117,0.0029,0.0414,1903,0.0018,3.00E-04,291909,0.0077,0.0178,22453,0.0382,0.0836,0.1675,0.025,0.0026,0
201902,michigan,mi,198500,0.0339,0.1408,32338,-0.0549,0.0546,93,0.0629,-0.07,9860,-0.0519,0.0432,568,0.1181,-0.0274,5984,-0.1402,0.1845,4257,0.1416,1.3086,119,0.0149,0.1018,1629,0.0059,0.0165,294172,0.0202,0.0491,36595,-0.0356,0.1258,0.1316,0.0227,0.0715,0
201902,kentucky,ky,195454,0.0239,0.0862,13770,-0.0395,0.0221,94,0.0108,-0.026,4480,-0.0872,-0.0805,340,0.5179,0.5455,3204,-0.0172,0.2614,5472,0.2465,-0.0178,103,0.0067,0.0688,1919,0.0089,0.0042,267961,0.0174,0.0548,19242,0.0251,0.0079,0.3974,0.0912,-0.0161,0
201902,kansas,ks,173700,0.0326,0.086,9689,-0.0107,0.0591,95,0.0272,0.0442,2972,0.0737,-0.0401,128,-0.2727,-0.2889,1664,-0.0857,-0.0326,831,0.2385,-0.1459,88,0.0245,0.0937,1942,-0.0036,0.0377,266174,0.0523,0.1297,10489,0.0022,0.0375,0.0858,0.0173,-0.0206,0
201902,iowa,ia,202450,0.0189,0.0303,12020,-0.0244,0.0503,96,0.0324,0.0269,3104,-0.1202,-0.133,88,-0.3125,-0.6765,1772,-0.0674,-0.1811,3408,0.1475,0.1262,121,0.0243,0.0669,1625,6.00E-04,-0.0113,241077,0.014,0.0264,15473,0.0094,0.068,0.2835,0.0425,0.0191,0
201902,missouri,mo,189900,0.0101,0.0582,21603,-0.0303,-0.0281,98,0.0316,0.037,6916,0.0895,-0.1381,284,-0.4818,-0.3426,3684,-0.2567,-0.1558,5402,0.1946,-0.2839,106,0.0105,0.0767,1781,0.0174,-3.00E-04,265504,0.025,0.0461,27005,0.0077,-0.0926,0.2501,0.0471,-0.0893,0
201902,illinois,il,236749,0.0525,0.0595,45137,-0.0017,0.0335,76,-0.0904,-0.0195,19196,0.1127,0.0193,1184,0.0647,-0.1243,13532,0.0393,-0.05,17480,0.2157,-0.0861,123,0.0403,0.0869,1793,0.009,-0.017,362632,0.0545,0.0158,62618,0.0472,-0.0029,0.3873,0.0693,-0.0507,0
201902,florida,fl,326700,0.0052,0.0052,163956,0.033,0.1354,82,-0.0296,0.038,50596,-0.0335,9.00E-04,4740,0.0743,-0.2219,57644,0.0791,0.0707,49037,0.248,-0.0519,182,0.0057,0.0255,1758,9.00E-04,-0.0193,639457,0.0062,0.0021,213153,0.0765,0.0817,0.2991,0.0515,-0.0591,0
201902,nebraska,ne,233500,0.0197,0.0266,4643,-0.0293,0.1286,67,-0.0563,-0.1007,1700,-0.0996,-0.1291,140,1.3333,0.129,716,-0.1864,0.1548,1070,0.1758,-0.598,126,0.0326,0.0913,1847,0.0014,-0.0051,282611,0.0157,-0.0076,5678,-0.006,-0.1607,0.2305,0.0402,-0.4166,1
201902,district of columbia,dc,625243,0.0167,0.0526,1258,-0.0256,0.205,39,-0.3529,-0.0128,836,0.2294,0.1176,32,0.1429,0.6,292,-0.1705,0.1587,263,-0.09,-0.2755,489,-0.0042,-0.1137,1473,0.0061,0.2536,946185,-0.0141,-0.0183,1531,-0.0298,0.0812,0.2091,-0.0148,-0.1386,1
201902,georgia,ga,283762,0.0144,0.0505,64114,-0.0074,0.1408,72,-0.1006,-0.0138,27388,0.1204,0.125,3512,0.0245,-0.1558,17828,0.0164,0.2513,24680,0.1812,0.8299,113,-0.0221,0.0401,2295,-0.0186,-0.0406,392049,0.0131,0.0384,88794,0.0387,0.2741,0.3849,0.0615,0.145,0
201902,south carolina,sc,273950,0.0128,0.0539,28609,0.0101,0.0161,95,-0.0308,-0.0053,9504,0.0348,0.0246,1404,0.1584,-0.0357,7220,0.092,0.131,9988,0.2661,0.1571,136,0.0104,0.0731,2001,0,-0.0082,405192,0.0107,0.034,38597,0.0658,0.0492,0.3491,0.0706,0.0425,0
201902,maryland,md,318700,0.0117,0.0536,17816,-0.0388,0.0164,78,-0.0491,-0.0313,6892,0.1673,-0.0631,592,0.1045,-0.0452,4448,-0.0246,0.0471,2845,0.0909,-0.2315,168,0.0075,-0.0865,1872,0.0043,-0.0019,418521,0.0192,0.0145,20660,-0.0206,-0.0269,0.1597,0.019,-0.0515,0
201902,tennessee,tn,269900,7.00E-04,0.0798,26890,-0.0249,0.0386,78,-0.037,-0.025,10776,0.0657,0.0398,672,-0.0118,-0.2222,5648,-0.0235,0.1215,9697,0.2088,0.172,130,0.0047,0.0928,2107,5.00E-04,0.0033,361249,0.0031,0.0512,36570,0.0255,0.069,0.3606,0.0697,0.041,0
201902,arkansas,ar,182000,0.0117,0.0646,15398,-0.0018,0.0243,99,-0.0198,-0.0571,4132,0.0445,0,128,-0.0588,-0.0588,2224,-0.043,0.0838,2397,0.2543,-0.0103,99,0.0073,0.0455,1929,0.0068,0.011,247252,0.0111,0.0384,17796,0.0265,0.019,0.1557,0.0318,-0.0055,0
201902,new mexico,nm,239995,0.0023,0.0448,7620,-0.0216,-0.1385,104,-0.0417,-0.0548,2516,0.1757,-0.0278,192,0.0909,0.2973,2116,0.0517,0.1113,2400,0.2245,0.0314,124,0.008,0.042,1964,-5.00E-04,0.0179,366960,0.0037,0.038,10039,0.0266,-0.1011,0.315,0.0633,0.0519,0
201902,idaho,id,338000,0.0128,0.0992,6505,-0.0363,-0.0777,75,-0.0964,-0.1329,2408,0.0524,-0.0549,220,0.3415,-0.3038,1196,-0.1101,0.2669,593,0.4086,0.4119,161,0.0054,0.1025,2144,-0.0044,-0.0197,567677,0.026,0.0921,7092,-0.0116,-0.0483,0.0912,0.0288,0.0316,0
201902,minnesota,mn,287450,0.027,0.0552,13805,-0.0352,-0.0089,93,-0.0212,0,5648,0.0459,-0.1973,1040,1.1311,-0.0845,3632,0.1567,-0.0258,7088,0.1375,-0.0827,144,0.0121,0.0788,2054,0.0163,-0.0219,382161,0.0326,0.0161,20864,0.0158,-0.0366,0.5134,0.078,-0.0413,0
201902,oklahoma,ok,192995,0.0163,0.0656,15258,-0.0252,-0.0867,79,-0.071,-0.0063,4808,-0.0291,-0.0711,252,0.4,0.1887,3088,-0.0551,-0.0971,2456,0.2225,13.7952,101,0.0095,0.0383,1922,0.0039,0.0116,263557,0.0102,0.0709,17729,0.0021,0.0513,0.161,0.0326,0.151,0
201902,hawaii,hi,699000,7.00E-04,0.0356,6358,0.0205,0.155,78,-0.0252,-0.0606,1944,-0.0241,0.1276,48,-0.25,-0.4286,1312,0.0897,0.3226,1057,0.2291,0.4804,516,0.0123,0.0076,1345,-0.0096,-0.0143,1281642,3.00E-04,-0.0543,7430,0.0478,0.1936,0.1662,0.0282,0.0365,0
201902,delaware,de,299950,0.0032,0.0621,4568,0.002,-0.1269,116,0.0311,0.022,1320,0.162,-0.1495,152,0.1515,0.1176,860,0.1559,0.0047,286,0.4444,7.9375,151,0.0199,0.0552,1980,0.0074,0.0386,394823,0.0277,0.0717,4860,0.0195,-0.0767,0.0626,0.0192,0.0565,0
201902,rhode island,ri,354900,0.0229,0.0272,3191,-0.0606,0.225,76,-0.0256,-0.1006,1240,0.0954,0.058,36,0.8,-0.7353,548,-0.1697,-0.3317,1750,0.1513,-0.0448,215,0.0168,0.0367,1641,0.018,-0.0073,574609,0.0427,-0.0191,4942,0.0069,0.1136,0.5484,0.101,-0.1548,1
