month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202111,louisiana,la,274950,0.0035,0.0998,7106,-0.0397,-0.3366,65,-0.0441,-0.1824,4380,-0.0478,0.0693,188,-0.254,-0.0784,1956,-0.0278,-0.2176,8094,-0.0199,0.1045,139,1.00E-04,0.1012,1916,0.0031,-0.0299,384161,-0.0028,0.0976,15225,-0.0273,-0.1576,1.139,0.0231,0.4549,0
202111,nevada,nv,459495,0.0211,0.3128,6921,-0.0719,-0.2536,36,0.0758,-0.1839,4132,-0.1574,0.0617,284,-0.0274,-0.2526,1816,-0.195,-0.153,1784,-0.0262,-0.0935,242,0.0104,0.2668,1925,0.0047,0.0425,758671,-0.0027,0.2274,8705,-0.0665,-0.2256,0.2578,0.0121,0.0455,1
202111,idaho,id,534500,-9.00E-04,0.1919,4202,-0.1712,0.6249,49,0.1279,0.0211,2728,-0.14,0.2092,120,-0.375,-0.7087,1532,-0.4529,2.5463,5163,-0.0599,0.0808,270,9.00E-04,0.2005,2122,0.0062,-0.0176,826072,-0.0799,-0.063,9391,-0.1109,0.2753,1.2287,0.1455,-0.6186,1
202111,texas,tx,349900,-3.00E-04,0.1342,48300,-0.0614,-0.2288,46,0.0455,-0.156,34552,-0.0435,0.0259,3716,0.2639,-0.1203,13356,-0.1911,-0.2008,51896,0.0096,-0.0296,169,0.0036,0.1578,2060,-0.006,-0.0365,501931,0.0032,0.0798,99766,-0.0319,-0.1425,1.0745,0.0756,0.2206,0
202111,massachusetts,ma,625000,-0.0219,-0.0039,8065,-0.1607,-0.2948,43,0.3438,-0.1134,5836,-0.2219,-0.1458,140,-0.2553,-0.4355,2212,-0.3026,-0.2497,3258,-0.1012,-0.634,367,0.0045,0.0496,1696,-0.0102,-0.0469,1123707,0.0077,0.0111,11348,-0.1436,-0.4354,0.404,0.0267,-0.3743,1
202111,west virginia,wv,179900,0,0.0617,3200,-0.0217,-0.2516,63,0.0678,-0.1923,1544,-0.0277,0.0997,76,0.7273,0.4615,744,-0.1143,-0.1468,2685,-0.0462,-0.0129,104,0.0014,0.1181,1733,3.00E-04,-0.0242,267581,0.011,0.074,5881,-0.0337,-0.1594,0.8391,-0.0215,0.203,0
202111,north carolina,nc,365214,0.0018,0.0451,15019,-0.0567,-0.2994,43,-0.0116,-0.2478,14700,-0.0129,0.1463,956,0,-0.3452,4108,-0.1413,-0.1823,22325,-0.0152,-0.0459,185,-2.00E-04,0.1424,1991,0.0023,-0.0844,526869,0.0278,0.0707,37344,-0.0331,-0.1671,1.4865,0.0625,0.3949,0
202111,kentucky,ky,239450,-0.0126,0.0459,7369,0.0373,-0.0107,34,-0.1184,-0.3796,5212,-0.1045,0.144,168,-0.0455,-0.2075,2360,-0.0199,0.0727,8883,0.0302,0.0448,134,0.0067,0.1376,1785,-0.0108,-0.0531,397233,0.1942,0.2318,16252,0.0308,0.0189,1.2055,-0.0084,0.0641,0
202111,tennessee,tn,350000,3.00E-04,0.0941,10291,-0.0822,-0.2163,40,0.0676,-0.1319,9504,-0.0609,0.0537,540,-0.0426,-0.2582,3336,-0.1668,-0.1375,14060,1.00E-04,0.0392,183,0.0115,0.1744,2006,-5.00E-04,-0.0253,537945,0.0171,0.1662,24321,-0.0405,-0.0877,1.3662,0.1124,0.3359,0
202111,florida,fl,415000,0.0172,0.1888,50854,-0.0694,-0.4718,48,0.0435,-0.2993,39216,-0.0451,-0.0269,3908,0.062,-0.2654,12880,-0.1161,-0.4131,70930,0.0392,0.0215,247,0.0146,0.1944,1658,9.00E-04,0.0024,915955,0.0346,0.2214,121403,-0.0065,-0.2675,1.3948,0.1458,0.6736,0
202111,montana,mt,549000,0.0358,0.3727,2304,-0.156,-0.2192,78,0.2188,-0.0877,1004,-0.2703,-0.0669,20,-0.5455,-0.6429,376,-0.2769,-0.0208,2790,-0.0906,-0.104,261,-0.0042,0.3387,2140,0.0056,-0.0231,1057252,0.0569,0.2449,5094,-0.1214,-0.1601,1.2109,0.0871,0.1557,1
202111,new hampshire,nh,427500,-0.0056,0.1327,1617,-0.2074,-0.2855,48,0.1429,-0.0103,1384,-0.1602,-0.0749,72,0.2857,-0.1818,308,-0.45,-0.2596,1637,-0.1218,-0.2883,236,0.0378,0.1962,1863,-0.009,-0.0259,606910,0.0288,0.1594,3255,-0.1662,-0.2867,1.0124,0.0986,-0.004,0
202111,district of columbia,dc,591500,-0.014,-0.014,2040,-0.0642,0.0575,44,0.3333,0.0602,1004,-0.1877,0,24,-0.25,0,600,-0.2228,0.1719,1213,0.0271,0.0412,554,-0.0089,-0.0552,1113,-0.0062,0.0296,897894,-0.0082,-0.0284,3250,-0.0336,0.0518,0.5946,0.0529,-0.0093,0
202111,arizona,az,452500,0.0056,0.1387,10358,-0.0291,-0.0771,36,0.0286,-0.1,10992,-0.0782,-0.0083,840,0.0244,-0.3046,4296,0.0113,0.0056,16246,0.0146,-0.0904,244,0.0035,0.1807,1951,-0.0013,-0.025,695943,0.0074,0.0153,26426,-0.0134,-0.0897,1.5684,0.0674,-0.0229,0
202111,minnesota,mn,314500,-0.0016,0.0595,10380,-0.1438,-0.1596,45,0.1538,-0.1089,5936,-0.2913,0.0928,280,0.1111,-0.2784,2720,-0.3518,-0.0823,9976,-0.0959,-0.0493,176,0.0082,0.1032,1812,-0.0195,-0.0451,406934,-0.0045,0.0271,20413,-0.1226,-0.1065,0.9611,0.051,0.1115,0
202111,ohio,oh,189950,-0.0455,-0.0407,15193,-0.066,-0.0966,43,0.0488,-0.0227,13008,-0.1227,0.0822,620,-0.201,0.1742,6020,-0.2016,-0.0611,20504,-0.0663,-0.025,117,-0.0195,0.0617,1634,-0.0186,-0.0674,285317,-0.0196,-0.0299,35782,-0.0646,-0.0546,1.3496,-5.00E-04,0.099,0
202111,illinois,il,267450,-0.0445,-0.0146,25243,-0.1118,-0.2846,48,0.1047,-0.1364,15092,-0.1789,-0.0496,348,-0.0543,-0.2869,7064,-0.2873,-0.2355,23460,-0.0575,-0.0958,161,-0.0213,0.0791,1600,-0.0148,-0.0513,404807,-0.0228,6.00E-04,48837,-0.0862,-0.2024,0.9294,0.0535,0.194,0
202111,maine,me,339500,0.0137,0.1508,2723,-0.1525,-0.3457,62,0.1273,-0.0462,1208,-0.245,-0.1634,48,0.2,-0.0769,504,-0.4194,-0.3039,1100,-0.1791,-0.1977,202,-5.00E-04,0.1464,1670,0.0024,-0.0176,519009,0.0393,0.1552,3824,-0.1601,-0.3089,0.404,-0.0131,0.0746,0
202111,iowa,ia,219900,0.0041,0.0184,7011,-0.0376,-0.2432,51,0.02,-0.2093,3508,-0.2078,-0.0023,524,-0.1208,2.275,2264,-0.196,0.0781,6540,-0.0669,-0.0294,141,0.0151,0.084,1536,-0.0039,-0.0406,275878,-0.0012,0.0776,13553,-0.0547,-0.153,0.9328,-0.0293,0.2055,0
202111,oklahoma,ok,231110,0.0048,0.0274,6770,-0.0484,-0.1836,51,0.0408,-0.0727,4360,-0.0489,-0.0259,280,0.0294,0.2963,1820,-0.099,-0.0733,8017,-0.0272,0.0961,128,0.0054,0.1428,1800,0,-0.0772,346954,0.0113,0.082,14764,-0.0404,-0.054,1.1842,0.0258,0.3021,0
202111,new york,ny,639444,0.0657,0.0675,49960,-0.0234,-0.1651,64,0.0763,-0.1181,15512,-0.1916,0.0102,1020,0.1384,0.2439,8320,-0.2015,-0.2073,32939,0.0223,-0.2082,400,0.0812,0.1842,1535,-0.0129,-0.0904,1596874,0.0734,0.23,82566,-0.0111,-0.1861,0.6593,0.0294,-0.0359,0
202111,missouri,mo,244900,0.0082,0.1132,10685,-0.0704,-0.1764,50,0.087,-0.1228,7664,-0.1299,0.0138,280,-0.1765,-0.3069,2996,-0.1584,-0.1724,12710,-0.0573,-0.0619,138,0.0161,0.1577,1728,-0.0023,-0.0593,347148,0.0053,0.0741,23436,-0.0617,-0.1164,1.1895,0.0165,0.1452,0
202111,south dakota,sd,279700,-7.00E-04,0.1613,1862,-0.0828,-0.1505,45,0.0349,-0.2124,812,-0.1847,0.1734,40,0,4,164,-0.4533,-0.3279,803,-0.0844,0.0139,163,0.0188,0.2296,1731,-0.012,-0.0673,376540,0.0252,0.1909,2666,-0.0829,-0.0993,0.4313,-8.00E-04,0.0699,0
202111,colorado,co,563950,-0.0192,0.0883,9667,-0.1653,-0.2632,48,0.1585,-0.2083,7748,-0.2061,-0.0217,544,0.0794,-0.2766,2880,-0.3003,-0.1089,12271,-0.0762,-0.121,260,-0.0137,0.058,2134,-0.0123,0.0049,1164153,0.0026,0.0518,21936,-0.1202,-0.19,1.2694,0.1225,0.2053,0
202111,arkansas,ar,232000,0.0109,0.1606,5751,-0.0588,-0.2007,53,0.05,-0.186,3336,-0.1472,0.0665,120,0.1538,-0.2683,1244,-0.1385,-0.0189,5695,-0.0441,0.3566,121,0.0024,0.1703,1874,-0.0029,-0.0512,346955,0.0173,0.1804,11455,-0.052,0.0054,0.9903,0.0151,0.4068,0
202111,mississippi,ms,235000,-0.0167,0.0387,4136,-0.0706,-0.3144,41,0.35,-0.4873,2304,-0.1312,0.1098,96,-0.3846,-0.5102,880,-0.1635,-0.1667,4413,-0.0458,0.1724,112,-0.0102,0.0612,2006,0.002,-0.0349,327549,0.011,0.0972,8582,-0.0543,-0.1261,1.067,0.0276,0.4431,0
202111,wisconsin,wi,286185,0.0407,0.0801,8287,-0.2325,-0.1681,52,0.1196,-0.0965,5036,-0.2603,0.0153,84,-0.3824,-0.4167,2352,-0.3459,-0.1131,8801,-0.0019,-0.0325,162,0.0431,0.1171,1698,-0.0151,-0.0407,379262,0.0373,0.041,17094,-0.1227,-0.1031,1.062,0.2454,0.1489,0
202111,south carolina,sc,325000,-0.0028,0.1404,10078,-0.043,-0.3829,45,0.0114,-0.2937,8304,-0.0649,0.0554,1440,0.125,0.0557,2548,-0.1345,-0.3309,15108,0.0013,0.0654,165,0.0072,0.0944,1984,-0.0043,0.0328,517310,0.0026,0.1359,25164,-0.0165,-0.1769,1.4991,0.0664,0.6308,0
202111,hawaii,hi,764000,0.0495,0.1755,2575,-0.3977,-0.4738,51,0.0978,-0.4195,1692,-0.0163,0.0242,76,-0.1739,0.2667,408,-0.0642,-0.4365,2756,1.5471,-0.0397,651,0.1041,0.0787,1190,-0.0046,0.0466,1616522,0.2706,0.1571,5323,-0.0043,-0.3144,1.0703,0.8172,0.4839,0
202111,wyoming,wy,316500,-0.0262,0.1834,1454,-0.0997,-0.3063,61,0.1296,-0.1644,616,-0.1852,-0.061,24,-0.25,0.2,220,-0.382,-0.2143,826,-0.109,-0.144,149,-0.0347,0.1868,2099,5.00E-04,-0.0347,804395,-0.0162,0.33,2288,-0.0999,-0.2528,0.5681,-0.0059,0.1077,0
202111,north dakota,nd,258900,0.0078,0.0811,1833,-0.0643,-0.2732,71,0.0758,-0.0658,612,-0.1862,-0.0437,28,-0.3636,0,328,-0.3333,-0.3333,930,-0.1134,-0.0927,125,0.0181,0.0927,2116,-5.00E-04,0.0134,300851,0.0019,0.0797,2765,-0.0808,-0.2207,0.5074,-0.0281,0.1009,0
202111,georgia,ga,367500,0.0095,0.114,27607,-0.0534,-0.2306,42,0.0244,-0.16,22152,-0.1027,0.0193,1868,0.0662,-0.3319,7308,-0.0645,-0.1873,36594,-0.0117,-0.0173,167,0.0057,0.1573,2139,-0.0014,-0.0506,511087,0.008,0.082,64154,-0.0316,-0.1261,1.3255,0.0559,0.2876,0
202111,alabama,al,279000,0,0.1153,9108,-0.0583,-0.2785,52,0.03,-0.1953,5660,-0.0573,0.0466,516,0.075,-0.3138,2268,-0.1028,-0.078,6886,-0.0192,0.0854,135,0.0076,0.1373,1961,5.00E-04,-0.0478,389091,0.0049,0.1308,16044,-0.0407,-0.1549,0.756,0.0301,0.2535,0
202111,new mexico,nm,302450,-0.0244,0.0612,3739,-0.0834,-0.2379,60,0.0439,-0.048,1980,-0.1391,-0.0294,184,0.6429,0.7037,712,-0.1797,-0.2458,3497,-0.0727,-0.0283,156,-0.0092,0.0989,1959,-0.0171,-0.0242,491093,-0.0036,0.0878,7240,-0.0777,-0.1487,0.9353,0.0108,0.2017,0
202111,nebraska,ne,257250,0.0148,0.0721,2648,-0.0458,-0.174,45,0.0854,-0.1759,1992,-0.2045,-0.004,48,-0.25,-0.6757,624,-0.1875,-0.0127,3949,-0.066,-0.0514,139,0.0197,0.1235,1873,-0.0176,-0.0505,341987,0.0161,0.1182,6597,-0.0557,-0.1129,1.4913,-0.0323,0.1928,0
202111,new jersey,nj,432500,-0.017,-0.0324,20158,-0.1389,-0.2568,47,0.0444,-0.0105,10492,-0.1633,-0.1338,428,-0.1705,-0.2357,3204,-0.259,-0.3633,14956,-0.1456,0.0801,233,-0.001,0.0821,1681,-0.0112,-0.0731,661917,0.0175,0.0141,35179,-0.1408,-0.1413,0.7419,-0.0059,0.2314,0
202111,pennsylvania,pa,259900,-0.0192,-0.0209,19970,-0.0818,-0.1217,54,0.08,-0.0609,12444,-0.1465,0.078,1084,0.0972,0.0586,6564,-0.1983,0.0092,22159,-0.0361,-0.0089,157,-0.0055,0.0573,1680,-0.0094,-0.0646,383767,-0.0025,-0.0261,42179,-0.0603,-0.0647,1.1096,0.0526,0.1263,0
202111,oregon,or,517000,0.0039,0.066,6928,-0.1547,0.0158,46,0.1098,-0.1415,5108,-0.2466,0.058,2272,-0.0565,3.544,3272,-0.2254,0.8097,9976,-0.0623,-0.0663,286,0.0089,0.1482,1849,-0.0059,-0.0787,711231,0.0098,0.0713,16907,-0.1028,-0.0355,1.44,0.1419,-0.1266,0
202111,alaska,ak,342450,0.0075,0.1436,1246,-0.1966,-0.3082,69,0.2232,-0.1384,352,-0.4211,-0.2479,20,-0.2857,0,284,-0.4228,-0.1839,94,-0.1754,-0.2419,197,7.00E-04,0.112,1759,0.0179,0.0408,423944,0.0269,0.1194,1341,-0.1946,-0.3041,0.0754,0.0019,0.0066,0
202111,connecticut,ct,449950,3.00E-04,0.1844,6050,-0.1624,-0.5714,57,0.1078,0.1188,3736,-0.1713,-0.0914,100,-0.4186,-0.3056,1336,-0.3253,-0.3464,8748,-0.0321,44.801,237,0.019,0.2712,1888,-0.0107,-0.0658,1097724,0.043,0.3569,14883,-0.0888,0.0401,1.446,0.1947,1.4324,0
202111,rhode island,ri,411450,-0.0201,0.0288,1377,-0.1285,-0.19,40,0.1429,0.0256,1228,-0.1401,-0.0495,12,-0.5714,0,364,-0.2155,-0.0421,2480,-0.0252,-0.1159,275,0.0065,0.0961,1536,-0.0157,-0.0583,699348,0.0096,-0.0959,3876,-0.0558,-0.1432,1.801,0.1909,0.151,0
202111,delaware,de,396950,0.0049,0.1345,1608,-0.092,-0.2141,52,0.04,-0.2296,1280,-0.1667,0.0127,244,0.0167,-0.3297,388,-0.2481,-0.0202,2991,-0.0532,-0.0743,192,0.018,0.1553,2005,-0.02,-0.0135,489702,0.0037,0.0321,4606,-0.0617,-0.1321,1.8601,0.0763,0.2809,0
202111,vermont,vt,364950,0.0427,0.1229,1127,-0.1869,-0.4797,77,0.1591,-0.0613,460,-0.2434,-0.2484,16,-0.3333,-0.4286,168,-0.3333,-0.4,900,-0.1863,-0.3421,192,0.0112,0.1782,2000,-0.0065,-0.0017,586372,0.0195,0.1423,2028,-0.1862,-0.4261,0.7986,6.00E-04,0.167,0
202111,maryland,md,362250,-0.0207,0.0366,8499,-0.1163,-0.0796,43,0.0488,-0.0652,7056,-0.1604,0.0023,912,-0.0087,-0.3684,3268,-0.1764,0.0937,12489,-0.0498,-0.1159,205,0.0045,0.0875,1751,-0.0218,-0.0432,487500,-0.0149,-0.0308,21111,-0.0725,-0.0974,1.4695,0.1028,-0.0604,0
202111,california,ca,697000,-0.0029,-0.0346,35115,-0.1368,-0.2656,39,0.1143,-0.0602,30292,-0.2086,-0.0974,2480,-0.0732,-0.0476,8892,-0.2423,-0.196,44955,-0.0534,-0.1735,409,-0.0114,-0.0202,1758,9.00E-04,-0.0459,1438603,0.0181,-0.0375,80071,-0.0922,-0.2166,1.2802,0.1127,0.1428,0
202111,virginia,va,369950,-0.0183,0.0306,13524,-0.1418,-0.239,43,0.0625,-0.0957,10432,-0.1532,-0.0523,792,0.0154,-0.3333,3592,-0.2862,-0.1298,15874,-0.036,-0.0676,192,-0.0027,0.1168,1879,-0.0095,-0.0698,551224,0.0038,0.0097,29568,-0.0852,-0.1503,1.1738,0.1289,0.2158,0
202110,new york,ny,600000,8.00E-04,-0.0426,51155,0.0096,-0.177,59,0.1028,0.0536,19188,-0.1379,-0.1403,896,-0.0088,-0.0744,10420,0.0256,-0.2536,32222,-0.0227,-0.2469,370,0.0299,0.0586,1555,-0.0108,-0.0793,1487725,0.0226,0.1182,83494,-0.0067,-0.2032,0.6299,-0.0209,-0.0584,0
202110,massachusetts,ma,639000,0.0143,0,9609,-0.0202,-0.2498,32,-0.0154,-0.1351,7500,-0.1855,-0.1816,188,0.0217,-0.2985,3172,0.0731,-0.1908,3625,0.0426,-0.2167,366,0.0283,0.044,1713,-0.0141,-0.0467,1115158,0.0026,0.002,13251,6.00E-04,-0.2408,0.3773,0.0227,0.0159,0
202110,texas,tx,349999,0,0.1184,51459,-0.0263,-0.2218,44,0.0864,-0.1698,36124,-0.0269,0.0022,2940,-0.072,-0.4731,16512,-0.1414,-0.1469,51402,-0.0356,-0.0842,168,0.0021,0.1569,2072,-0.0046,-0.0443,500313,0.0039,0.0742,103051,-0.0285,-0.16,0.9989,-0.0096,0.1501,0
202110,california,ca,699000,-6.00E-04,-0.0292,40679,-0.0224,-0.1857,35,0,0,38276,-0.0302,-0.1207,2676,0,-0.1731,11736,-0.0352,-0.1421,47493,-0.0118,-0.1575,413,-0.0126,2.00E-04,1756,9.00E-04,-0.0508,1413048,0.0091,-0.0361,88201,-0.0173,-0.1712,1.1675,0.0126,0.0391,0
202110,district of columbia,dc,599900,8.00E-04,-0.0463,2180,0.0862,0.1128,33,-0.1081,-0.0294,1236,-0.2536,-0.0776,32,0,-0.3846,772,0.2063,0.1697,1181,0.2163,0.006,559,-0.0055,-0.0404,1120,0.0054,-0.0088,905282,-0.0191,-0.0298,3363,0.1293,0.0748,0.5417,0.0579,-0.0575,0
202110,delaware,de,395000,0.026,0.1289,1771,0.0091,-0.191,50,0.0204,-0.2188,1536,-0.0154,-0.0052,240,0,-0.5276,516,-0.0444,0.0661,3159,-0.041,-0.0604,188,0.0171,0.1239,2046,0.0139,-0.0116,487875,0.0222,0.0218,4909,-0.0279,-0.1141,1.7837,-0.0932,0.2479,0
202110,virginia,va,376832,0.0049,0.0324,15759,-0.0509,-0.1534,40,0.0526,-0.0909,12320,-0.0613,-0.0855,780,0.0714,-0.5618,5032,-0.0688,0.0939,16466,-0.022,-0.0984,192,0.004,0.1237,1897,-0.0042,-0.0755,549115,0.0051,0.0186,32321,-0.0354,-0.1247,1.0449,0.0309,0.0638,0
202110,pennsylvania,pa,265000,-0.013,-0.0176,21748,-0.0165,-0.0956,50,0.0526,-0.0741,14580,-0.0332,-0.0027,988,0.0556,-0.3214,8188,0.001,0.0667,22989,-0.0431,-0.0616,158,-0.0014,0.0678,1696,-0.0053,-0.063,384714,0.0012,-0.028,44884,-0.0271,-0.0754,1.0571,-0.0294,0.0383,0
202110,washington,wa,575000,0,0.1275,8735,-0.057,-0.2895,35,0.0606,-0.0541,9860,-0.1596,-0.0253,992,0.0508,0.1376,3448,-0.0548,-0.0023,14811,-0.0351,-0.0913,296,-0.0046,0.0935,1959,0.0026,0.0311,779256,-0.0019,0.0652,23644,-0.0374,-0.1702,1.6956,0.0386,0.3699,0
202110,west virginia,wv,179900,-3.00E-04,0.0582,3271,0.0015,-0.2947,59,0.0351,-0.2338,1588,-0.1059,-0.0957,44,-0.2667,-0.6944,840,0.05,-0.1667,2815,-0.0607,-0.0392,104,-0.0087,0.1174,1732,-0.0066,-0.0351,264682,-0.0259,0.0526,6086,-0.0255,-0.1968,0.8606,-0.057,0.2289,0
202110,hawaii,hi,728000,0.0048,0.1287,4275,-0.0014,-0.1533,46,-0.0108,-0.4524,1720,-0.0733,0.0488,92,-0.1154,0.0952,436,0.1122,-0.3313,1082,-0.027,-0.6006,589,0.0185,0.0032,1195,-0.0233,0.0519,1272289,-0.0147,-0.0636,5346,-0.0072,-0.312,0.2531,-0.0067,-0.2834,1
202110,maine,me,334900,-0.0025,0.1353,3213,-0.0929,-0.3057,55,0.1579,-0.0351,1600,-0.2048,-0.2495,40,-0.3333,-0.3333,868,-0.107,-0.0313,1340,-0.0853,-0.1438,202,-0.004,0.1751,1666,-0.0083,-0.02,499380,0.0181,0.1148,4553,-0.0925,-0.2633,0.4171,0.0034,0.0789,0
202110,new hampshire,nh,429900,0.0116,0.1464,2040,-0.1188,-0.2481,42,0.1507,-0.0233,1648,-0.147,-0.2523,56,-0.125,-0.3913,560,-0.1667,-0.1463,1864,-0.0266,-0.2842,227,0.0078,0.1769,1880,0.0016,-0.0269,589925,0.0186,0.1661,3904,-0.0795,-0.2658,0.9137,0.0865,-0.0461,0
202110,south dakota,sd,279900,0,0.1424,2030,-0.0684,-0.2195,43,0.0488,-0.14,996,-0.1075,0.0779,40,-0.1667,0.25,300,-0.1279,-0.2424,877,-0.0778,-0.019,160,0.0119,0.2176,1752,-0.0138,-0.0651,367292,0.0099,0.1508,2907,-0.0698,-0.1682,0.432,-0.0044,0.0883,0
202110,oklahoma,ok,230000,-0.0211,0.0016,7114,-0.0014,-0.1724,49,0.0769,-0.0755,4584,-0.0163,-0.0622,272,-0.1169,-0.1905,2020,-0.1527,-0.1484,8241,-0.0629,0.056,127,-0.0027,0.1361,1800,-0.0063,-0.0968,343068,0.0027,0.0663,15386,-0.0333,-0.061,1.1584,-0.076,0.2506,0
202110,mississippi,ms,239000,0.0282,0.0414,4450,0.0197,-0.2929,30,-0.4643,-0.6154,2652,0.1882,0.0045,156,0.1818,-0.2778,1052,-0.015,-0.09,4625,0.1789,0.1375,113,0.015,0.0711,2002,-0.0025,-0.043,323998,0.0116,0.0825,9075,0.095,-0.1257,1.0393,0.1404,0.3932,1
202110,arkansas,ar,229500,-0.0022,0.1195,6110,-0.0186,-0.2046,50,0.1111,-0.2063,3912,-0.0532,0.0831,104,-0.35,-0.381,1444,-0.05,-0.0767,5958,-0.035,0.3483,121,0.0091,0.1613,1879,-0.0013,-0.0605,341046,0.0029,0.1614,12083,-0.0251,-0.002,0.9751,-0.0165,0.3999,0
202110,alaska,ak,339900,-0.0047,0.1334,1551,-0.1137,-0.2401,56,0.1789,-0.1765,608,-0.1739,0.0483,28,-0.3636,-0.4167,492,-0.2545,0.0696,114,-0.1364,-0.0806,197,0.0096,0.0883,1728,-0.0159,0.0141,412844,0.0042,0.1047,1665,-0.1167,-0.2309,0.0735,-0.0019,0.0127,0
202110,vermont,vt,350000,-0.0263,0.0769,1386,-0.1183,-0.4502,66,0.1186,-0.0959,608,-0.2362,-0.2897,24,0,-0.1429,252,-0.3152,-0.4425,1106,-0.0399,-0.3301,190,-0.0098,0.1528,2013,0.0116,0.004,575139,0.0323,0.1496,2492,-0.0855,-0.4048,0.798,0.0652,0.1431,0
202110,north dakota,nd,256900,0.0076,0.0516,1959,-0.0335,-0.2704,66,0.1092,-0.0149,752,-0.109,-0.1376,44,0.5714,0.5714,492,-0.1022,-0.2849,1049,-0.0774,-0.108,123,0.0011,0.0732,2117,-0.0091,-0.0014,300278,-0.0022,0.0616,3008,-0.0457,-0.2209,0.5355,-0.0255,0.0975,0
202110,missouri,mo,242900,-0.0082,0.0607,11494,-0.02,-0.1494,46,0.0575,-0.1321,8808,-0.059,-0.0492,340,-0.1146,-0.4138,3560,-0.1283,-0.1309,13483,-0.0478,-0.0785,136,0.001,0.1364,1732,-0.0114,-0.0718,345334,0.0014,0.0537,24977,-0.0341,-0.1126,1.173,-0.0342,0.0902,0
202110,oregon,or,515000,-0.0096,0.0729,8196,-0.0036,0.0341,41,0.0933,-0.18,6780,-0.0717,0.1057,2408,-0.052,2.9868,4224,-0.0094,0.8082,10639,-0.0275,-0.0573,283,0.002,0.1652,1860,-0.0083,-0.0774,704296,-0.0026,0.0791,18845,-0.0175,-0.0178,1.2981,-0.0319,-0.1258,0
202110,maryland,md,369900,-0.0136,0.0304,9617,-0.0347,-0.0258,41,0.1081,-0.0465,8404,-0.0654,-0.0476,920,-0.0873,-0.4041,3968,-0.0552,0.1698,13143,-0.0286,-0.1166,205,-0.0056,0.0875,1790,-0.0056,-0.0469,494877,-0.013,-0.0285,22762,-0.0337,-0.0804,1.3666,0.0086,-0.1404,0
202110,new mexico,nm,310000,0.0164,0.0877,4079,-0.0543,-0.1863,57,0.1176,-0.05,2300,-0.0987,-0.1405,112,-0.0968,-0.0968,868,-0.1873,-0.2332,3771,-0.0392,-0.0542,158,0.0063,0.1039,1993,0.014,-0.0182,492890,0.024,0.0686,7850,-0.0438,-0.1275,0.9245,0.0145,0.1292,0
202110,louisiana,la,274000,-0.0033,0.0851,7400,-0.0724,-0.3373,68,0.1333,-0.1282,4600,0.3642,0.0778,252,0.6154,-0.2841,2012,0.1537,-0.2413,8258,-0.0276,0.0798,139,-0.0054,0.1051,1910,-0.0057,-0.0363,385238,0.0014,0.0998,15652,-0.0497,-0.1681,1.1159,0.0515,0.4311,0
202110,ohio,oh,199000,-0.029,-0.0524,16267,-0.0011,-0.0611,41,0.0933,0.0513,14828,-0.0431,-0.0534,776,-0.0051,0.3759,7540,0.0086,0.0985,21961,-0.0468,-0.0475,119,-0.008,0.0645,1665,-0.0101,-0.075,291027,-0.0214,-0.0358,38255,-0.0283,-0.0525,1.35,-0.0648,0.0192,0
202110,north carolina,nc,364544,0.0154,0.0419,15921,-0.0118,-0.2998,43,0.1026,-0.2182,14892,-0.0262,-0.0488,956,0.0963,-0.5267,4784,-0.05,-0.1671,22670,-0.0356,-0.0043,185,0.0026,0.1511,1986,-8.00E-04,-0.0989,512626,0.0049,0.0409,38623,-0.0251,-0.159,1.4239,-0.0351,0.4225,0
202110,connecticut,ct,449800,-3.00E-04,0.1837,7223,-0.0504,-0.5431,51,0.0515,0.1333,4508,-0.0777,-0.2063,172,0.5926,-0.3281,1980,-0.1113,-0.2314,9038,-0.0512,51.5465,233,-0.0087,0.2546,1908,0,-0.072,1052457,0.0148,0.311,16333,-0.0465,0.022,1.2513,-0.0012,1.2404,0
202110,minnesota,mn,315000,-0.0153,0.0504,12124,-0.0181,-0.1526,39,0.0833,-0.093,8376,-0.1279,-0.0597,252,-0.2674,-0.4474,4196,0.0019,0.0234,11034,-0.0683,-0.0974,174,-2.00E-04,0.0998,1848,-0.0054,-0.0459,408756,-0.007,0.0213,23265,-0.036,-0.1231,0.9101,-0.0491,0.0556,0
202110,wisconsin,wi,275000,0,0.0185,10798,-0.0403,-0.0255,46,0.0698,-0.098,6808,-0.1209,-0.0285,136,-0.0556,-0.1905,3596,-0.0323,0.0963,8818,-0.0401,-0.1932,155,6.00E-04,0.0706,1724,-0.0126,-0.0422,365627,0.0048,-0.0031,19484,-0.0483,-0.1147,0.8166,2.00E-04,-0.1697,0
